,CVE,flag_CR
858,CVE-2023-26513,0
859,CVE-2023-28606,0
860,CVE-2023-27641,0
861,CVE-2022-48424,0
862,CVE-2023-1442,0
863,CVE-2023-1492,0
864,CVE-2023-0930,0
865,CVE-2023-25362,1
866,CVE-2023-1061,0
867,CVE-2023-25696,1
868,CVE-2021-45477,0
869,CVE-2023-27253,0
870,CVE-2023-25536,0
871,CVE-2023-27242,0
872,CVE-2023-21615,0
873,CVE-2023-27213,1
874,CVE-2023-0936,0
875,CVE-2023-1248,0
876,CVE-2023-1502,1
877,CVE-2023-25709,0
878,CVE-2023-24730,0
879,CVE-2023-1489,0
880,CVE-2022-41862,0
881,CVE-2023-0707,1
882,CVE-2022-28495,1
883,CVE-2022-28497,1
884,CVE-2023-1443,0
885,CVE-2022-48362,0
886,CVE-2023-25708,0
887,CVE-2023-0910,1
888,CVE-2023-1491,0
889,CVE-2023-1500,0
890,CVE-2023-1517,0
891,CVE-2022-23535,1
892,CVE-2022-44580,0
893,CVE-2023-1459,1
894,CVE-2023-1310,1
895,CVE-2023-1100,1
896,CVE-2023-23040,0
897,CVE-2023-1320,0
898,CVE-2023-23313,0
899,CVE-2023-1064,1
900,CVE-2023-24485,0
901,CVE-2023-1022,0
902,CVE-2023-27582,1
903,CVE-2023-1115,0
904,CVE-2023-27896,0
905,CVE-2022-45154,0
906,CVE-2022-0637,0
907,CVE-2022-48365,0
908,CVE-2023-26462,1
909,CVE-2022-44877,1
910,CVE-2022-4492,0
911,CVE-2021-46876,0
912,CVE-2021-32302,0
913,CVE-2022-43969,1
914,CVE-2020-8958,0
915,CVE-2023-27873,0
916,CVE-2023-1474,1
917,CVE-2023-1483,1
918,CVE-2023-1486,0
919,CVE-2022-38731,0
920,CVE-2023-22681,0
921,CVE-2023-1464,1
922,CVE-2022-38734,0
923,CVE-2022-45544,0
924,CVE-2023-1484,1
925,CVE-2022-34910,0
926,CVE-2022-45608,0
927,CVE-2023-1485,0
928,CVE-2023-1466,1
929,CVE-2023-1488,0
930,CVE-2023-27103,0
931,CVE-2023-1493,0
932,CVE-2023-27224,1
933,CVE-2023-1482,0
934,CVE-2023-1507,0
935,CVE-2023-1487,0
936,CVE-2022-45003,0
937,CVE-2023-22748,1
938,CVE-2022-38456,0
939,CVE-2021-40438,1
940,CVE-2022-44875,0
941,CVE-2023-23109,0
942,CVE-2023-28617,0
943,CVE-2022-38971,0
944,CVE-2022-45137,0
945,CVE-2023-24728,0
946,CVE-2021-4329,1
947,CVE-2022-34908,0
948,CVE-2022-45155,0
949,CVE-2023-27372,1
950,CVE-2022-45454,0
951,CVE-2023-28611,1
952,CVE-2023-24808,0
953,CVE-2022-38458,0
954,CVE-2023-1378,1
955,CVE-2023-23586,0
956,CVE-2023-23926,0
957,CVE-2023-23718,0
958,CVE-2023-1368,1
959,CVE-2023-1367,0
960,CVE-2023-23721,0
961,CVE-2023-1363,0
962,CVE-2023-28725,1
963,CVE-2023-23857,0
964,CVE-2023-1453,0
965,CVE-2023-23920,0
966,CVE-2021-27788,0
967,CVE-2022-46892,1
968,CVE-2023-1337,0
969,CVE-2023-26922,1
970,CVE-2023-27060,1
971,CVE-2023-1448,0
972,CVE-2023-23781,0
973,CVE-2017-8291,0
974,CVE-2023-1322,1
975,CVE-2023-24377,0
976,CVE-2022-45697,0
977,CVE-2023-25762,0
978,CVE-2022-4450,0
979,CVE-2021-3854,1
980,CVE-2022-45725,0
981,CVE-2023-1321,1
982,CVE-2023-23944,0
983,CVE-2023-27117,0
984,CVE-2022-45843,0
985,CVE-2023-1450,0
986,CVE-2023-1415,0
987,CVE-2023-1449,0
988,CVE-2023-23696,0
989,CVE-2023-1398,0
990,CVE-2023-27164,0
991,CVE-2023-23108,0
992,CVE-2023-1429,0
993,CVE-2022-44742,0
994,CVE-2023-24323,0
995,CVE-2023-24388,0
996,CVE-2023-21771,0
997,CVE-2023-1416,1
998,CVE-2023-22995,0
999,CVE-2023-24643,1
1000,CVE-2023-24344,0
1001,CVE-2023-24346,0
1002,CVE-2023-22419,0
1003,CVE-2023-23698,0
1004,CVE-2022-41620,0
1005,CVE-2023-27979,0
1006,CVE-2023-24352,1
1007,CVE-2023-22432,0
1008,CVE-2023-27895,0
1009,CVE-2023-25693,1
1010,CVE-2023-24219,1
1011,CVE-2023-27637,1
1012,CVE-2023-22481,0
1013,CVE-2023-22974,0
1014,CVE-2023-20651,0
1015,CVE-2023-20643,0
1016,CVE-2023-20621,0
1017,CVE-2023-20635,0
1018,CVE-2023-20089,0
1019,CVE-2023-28424,1
1020,CVE-2023-20620,0
1021,CVE-2023-28095,0
1022,CVE-2023-20085,0
1023,CVE-2022-31254,0
1024,CVE-2022-31405,0
1025,CVE-2022-28491,1
1026,CVE-2023-28335,0
1027,CVE-2023-24381,0
1028,CVE-2022-40699,0
1029,CVE-2023-20646,0
1030,CVE-2022-33225,0
1031,CVE-2023-20050,0
1032,CVE-2023-24572,0
1033,CVE-2023-21794,0
1034,CVE-2015-10090,0
1035,CVE-2023-24276,1
1036,CVE-2023-24278,0
1037,CVE-2023-24279,0
1038,CVE-2023-21433,0
1039,CVE-2023-28114,0
1040,CVE-2023-21808,0
1041,CVE-2023-28101,0
1042,CVE-2023-24184,1
1043,CVE-2023-20079,0
1044,CVE-2022-32972,0
1045,CVE-2023-1530,0
1046,CVE-2023-28487,0
1047,CVE-2023-22682,0
1048,CVE-2023-24230,0
1049,CVE-2023-24569,0
1050,CVE-2022-43440,0
1051,CVE-2022-43764,1
1052,CVE-2022-30037,0
1053,CVE-2023-24579,0
1054,CVE-2023-22838,0
1055,CVE-2022-43863,0
1056,CVE-2023-22939,0
1057,CVE-2023-22953,0
1058,CVE-2023-28531,1
1059,CVE-2023-24197,0
1060,CVE-2023-24078,0
1061,CVE-2022-43929,0
1062,CVE-2023-1531,0
1063,CVE-2023-1436,0
1064,CVE-2023-24345,0
1065,CVE-2022-22297,0
1066,CVE-2023-27567,0
1067,CVE-2023-28470,0
1068,CVE-2023-1565,0
1069,CVE-2023-27240,1
1070,CVE-2023-27857,0
1071,CVE-2022-42331,0
1072,CVE-2022-42333,0
1073,CVE-2023-20016,0
1074,CVE-2022-46973,1
1075,CVE-2023-27853,1
1076,CVE-2023-20015,0
1077,CVE-2023-20014,0
1078,CVE-2023-27207,1
1079,CVE-2023-1610,1
1080,CVE-2023-0685,0
1081,CVE-2023-27856,0
1082,CVE-2023-1606,1
1083,CVE-2023-24530,1
1084,CVE-2022-42476,0
1085,CVE-2023-22636,0
1086,CVE-2023-22643,0
1087,CVE-2023-0320,0
1088,CVE-2023-0869,0
1089,CVE-2023-1613,0
1090,CVE-2023-0943,0
1091,CVE-2023-22678,0
1092,CVE-2023-1068,0
1093,CVE-2023-0085,0
1094,CVE-2023-25402,0
1095,CVE-2023-0089,0
1096,CVE-2023-25403,0
1097,CVE-2023-0090,1
1098,CVE-2023-1114,1
1099,CVE-2023-1106,0
1100,CVE-2023-1104,0
1101,CVE-2023-0216,0
1102,CVE-2023-25558,0
1103,CVE-2023-26359,1
1104,CVE-2023-1127,0
1105,CVE-2023-1065,0
1106,CVE-2023-1573,0
1107,CVE-2023-0507,0
1108,CVE-2023-0808,0
1109,CVE-2021-23980,0
1110,CVE-2023-25173,0
1111,CVE-2023-26075,1
1112,CVE-2023-26073,1
1113,CVE-2023-25395,1
1114,CVE-2023-1205,0
1115,CVE-2023-0578,0
1116,CVE-2023-25191,0
1117,CVE-2023-26484,0
1118,CVE-2023-25192,0
1119,CVE-2023-26510,0
1120,CVE-2022-48344,0
1121,CVE-2023-25206,0
1122,CVE-2023-25223,0
1123,CVE-2023-25230,0
1124,CVE-2022-48422,0
1125,CVE-2023-25360,1
1126,CVE-2023-1572,0
1127,CVE-2023-0615,0
1128,CVE-2023-25578,0
1129,CVE-2023-25687,0
1130,CVE-2023-26235,0
1131,CVE-2022-4862,0
1132,CVE-2022-4903,1
1133,CVE-2023-26511,1
1134,CVE-2023-1162,0
1135,CVE-2023-1152,1
1136,CVE-2023-0027,0
1137,CVE-2023-1148,0
1138,CVE-2023-26490,0
1139,CVE-2023-26487,0
1140,CVE-2023-0681,0
1141,CVE-2023-1037,1
1142,CVE-2023-25266,0
1143,CVE-2022-48367,1
1144,CVE-2022-48366,0
1145,CVE-2023-26550,1
1146,CVE-2023-0887,0
1147,CVE-2023-26109,1
1148,CVE-2023-0739,0
1149,CVE-2023-0987,0
1150,CVE-2023-0928,0
1151,CVE-2023-25812,0
1152,CVE-2023-0862,0
1153,CVE-2023-0875,0
1154,CVE-2023-25594,0
1155,CVE-2023-25794,0
1156,CVE-2023-0908,0
1157,CVE-2023-0907,0
1158,CVE-2023-25065,0
1159,CVE-2023-25782,0
1160,CVE-2023-25768,0
1161,CVE-2023-25767,0
1162,CVE-2023-25766,0
1163,CVE-2023-25764,0
1164,CVE-2023-0933,0
1165,CVE-2023-0994,0
1166,CVE-2023-25819,0
1167,CVE-2023-0997,0
1168,CVE-2023-25765,1
1169,CVE-2023-0946,1
1170,CVE-2023-0947,1
1171,CVE-2023-1005,0
1172,CVE-2023-0942,0
1173,CVE-2023-25595,0
1174,CVE-2023-25596,0
1175,CVE-2023-25605,0
1176,CVE-2023-26043,0
1177,CVE-2023-0697,0
1178,CVE-2023-0698,0
1179,CVE-2023-0705,0
1180,CVE-2023-0706,0
1181,CVE-2023-0725,0
1182,CVE-2023-1008,0
1183,CVE-2023-1007,0
1184,CVE-2023-25691,1
1185,CVE-2023-24777,1
1186,CVE-2023-0726,0
1187,CVE-2023-1305,0
1188,CVE-2023-0830,0
1189,CVE-2023-25928,0
1190,CVE-2023-0949,0
1191,CVE-2023-25684,1
1192,CVE-2022-48343,0
1193,CVE-2023-1213,0
1194,CVE-2022-47162,0
1195,CVE-2023-0880,0
1196,CVE-2022-47665,0
1197,CVE-2022-48323,1
1198,CVE-2023-1253,1
1199,CVE-2023-25064,0
1200,CVE-2022-47166,0
1201,CVE-2023-25069,0
1202,CVE-2022-48329,1
1203,CVE-2023-26608,0
1204,CVE-2020-19947,1
1205,CVE-2022-47155,0
1206,CVE-2023-26806,1
1207,CVE-2023-0758,1
1208,CVE-2023-1212,0
1209,CVE-2020-1938,1
1210,CVE-2023-25077,0
1211,CVE-2023-26609,0
1212,CVE-2023-26784,1
1213,CVE-2022-48149,1
1214,CVE-2022-48254,0
1215,CVE-2023-1276,0
1216,CVE-2022-48019,0
1217,CVE-2022-47595,0
1218,CVE-2022-47171,0
1219,CVE-2020-36691,0
1220,CVE-2023-1262,0
1221,CVE-2022-47440,0
1222,CVE-2022-47427,0
1223,CVE-2021-33360,1
1224,CVE-2022-3229,1
1225,CVE-2023-22743,0
1226,CVE-2021-32853,1
1227,CVE-2023-22421,0
1228,CVE-2023-22476,0
1229,CVE-2023-22768,0
1230,CVE-2023-1301,1
1231,CVE-2022-47422,0
1232,CVE-2023-22424,0
1233,CVE-2023-1300,1
1234,CVE-2023-22679,0
1235,CVE-2023-22702,0
1236,CVE-2022-3284,0
1237,CVE-2021-32857,0
1238,CVE-2023-22680,0
1239,CVE-2023-0979,1
1240,CVE-2023-1379,1
1241,CVE-2023-0960,1
1242,CVE-2022-46723,1
1243,CVE-2023-22580,0
1244,CVE-2023-0776,1
1245,CVE-2022-40022,1
1246,CVE-2022-30564,0
1247,CVE-2022-45564,1
1248,CVE-2023-0770,0
1249,CVE-2023-0701,0
1250,CVE-2023-0951,0
1251,CVE-2023-1289,0
1252,CVE-2023-0782,1
1253,CVE-2023-0736,0
1254,CVE-2021-26414,0
1255,CVE-2022-2883,0
1256,CVE-2021-34125,0
1257,CVE-2023-1391,1
1258,CVE-2023-0724,0
1259,CVE-2022-46705,0
1260,CVE-2022-28368,1
1261,CVE-2022-2835,0
1262,CVE-2023-21708,1
1263,CVE-2023-1009,0
1264,CVE-2022-4009,0
1265,CVE-2023-22265,0
1266,CVE-2023-22362,0
1267,CVE-2023-22345,0
1268,CVE-2021-33387,1
1269,CVE-2023-0999,0
1270,CVE-2023-22804,1
1271,CVE-2023-1002,0
1272,CVE-2023-22269,0
1273,CVE-2023-22254,0
1274,CVE-2023-1394,1
1275,CVE-2022-40540,0
1276,CVE-2023-23919,0
1277,CVE-2022-41722,0
1278,CVE-2023-0868,0
1279,CVE-2022-40237,0
1280,CVE-2022-47143,0
1281,CVE-2023-1006,0
1282,CVE-2022-40347,1
1283,CVE-2022-40348,0
1284,CVE-2023-22803,0
1285,CVE-2022-33216,0
1286,CVE-2023-0870,0
1287,CVE-2023-23659,0
1288,CVE-2022-38220,0
1289,CVE-2023-0867,0
1290,CVE-2022-35720,0
1291,CVE-2023-0865,0
1292,CVE-2022-46862,0
1293,CVE-2023-23558,0
1294,CVE-2022-46836,0
1295,CVE-2022-3568,0
1296,CVE-2022-38547,0
1297,CVE-2023-23522,0
1298,CVE-2023-0929,0
1299,CVE-2023-0850,0
1300,CVE-2023-1314,0
1301,CVE-2023-1345,0
1302,CVE-2023-22856,0
1303,CVE-2022-47179,0
1304,CVE-2022-33233,0
1305,CVE-2023-22253,0
1306,CVE-2022-47443,0
1307,CVE-2023-1344,0
1308,CVE-2022-37937,1
1309,CVE-2023-23776,0
1310,CVE-2023-1327,1
1311,CVE-2023-23899,0
1312,CVE-2023-23865,0
1313,CVE-2023-1338,0
1314,CVE-2023-23849,0
1315,CVE-2023-1339,0
1316,CVE-2023-1342,0
1317,CVE-2023-23782,0
1318,CVE-2023-1343,0
1319,CVE-2023-23779,0
1320,CVE-2022-37402,0
1321,CVE-2023-23475,0
1322,CVE-2022-3758,0
1323,CVE-2023-23465,0
1324,CVE-2022-38777,0
1325,CVE-2023-23003,0
1326,CVE-2023-23000,0
1327,CVE-2023-0817,0
1328,CVE-2023-0815,0
1329,CVE-2022-46773,0
1330,CVE-2021-22283,0
1331,CVE-2023-0804,0
1332,CVE-2022-47589,0
1333,CVE-2023-23504,0
1334,CVE-2023-0735,0
1335,CVE-2022-38779,0
1336,CVE-2022-3894,0
1337,CVE-2022-42826,0
1338,CVE-2022-4317,0
1339,CVE-2022-4331,0
1340,CVE-2023-22847,0
1341,CVE-2022-33243,0
1342,CVE-2023-0818,0
1343,CVE-2022-33246,0
1344,CVE-2022-47163,0
1345,CVE-2022-38778,0
1346,CVE-2023-0847,0
1347,CVE-2022-34397,0
1348,CVE-2022-34362,0
1349,CVE-2023-1467,1
1350,CVE-2022-3381,0
1351,CVE-2023-23162,1
1352,CVE-2023-23150,1
1353,CVE-2023-0840,0
1354,CVE-2023-0827,0
1355,CVE-2023-23080,1
1356,CVE-2023-0937,0
1357,CVE-2023-1030,0
1358,CVE-2023-21528,0
1359,CVE-2023-1418,0
1360,CVE-2023-1566,1
1361,CVE-2023-0078,0
1362,CVE-2022-33248,0
1363,CVE-2022-43459,0
1364,CVE-2023-0100,0
1365,CVE-2023-1468,1
1366,CVE-2022-48308,0
1367,CVE-2022-28496,1
1368,CVE-2023-1571,1
1369,CVE-2023-0574,1
1370,CVE-2023-1131,0
1371,CVE-2023-1146,0
1372,CVE-2022-43578,0
1373,CVE-2023-1147,0
1374,CVE-2023-1472,0
1375,CVE-2022-43762,1
1376,CVE-2022-43763,0
1377,CVE-2022-48307,0
1378,CVE-2022-23239,0
1379,CVE-2022-42438,0
1380,CVE-2023-0083,0
1381,CVE-2022-42735,0
1382,CVE-2023-1105,0
1383,CVE-2023-1629,0
1384,CVE-2023-1626,0
1385,CVE-2023-1261,0
1386,CVE-2023-1107,0
1387,CVE-2022-42334,0
1388,CVE-2023-0102,1
1389,CVE-2023-1113,0
1390,CVE-2023-1257,0
1391,CVE-2022-48078,1
1392,CVE-2022-42833,0
1393,CVE-2022-41723,0
1394,CVE-2022-4895,0
1395,CVE-2022-43765,0
1396,CVE-2022-4933,1
1397,CVE-2023-1157,0
1398,CVE-2023-1475,1
1399,CVE-2022-45004,0
1400,CVE-2023-1231,0
1401,CVE-2021-44197,0
1402,CVE-2022-45104,0
1403,CVE-2023-1230,0
1404,CVE-2023-1187,0
1405,CVE-2022-45146,0
1406,CVE-2021-4327,1
1407,CVE-2022-48341,0
1408,CVE-2023-1188,0
1409,CVE-2023-1189,0
1410,CVE-2022-4557,1
1411,CVE-2022-45455,0
1412,CVE-2023-1190,0
1413,CVE-2023-1186,0
1414,CVE-2023-1185,0
1415,CVE-2023-1184,0
1416,CVE-2022-4901,0
1417,CVE-2022-43870,0
1418,CVE-2023-1163,0
1419,CVE-2022-33221,0
1420,CVE-2023-1249,0
1421,CVE-2022-45600,0
1422,CVE-2022-4904,0
1423,CVE-2022-41329,0
1424,CVE-2023-1232,0
1425,CVE-2022-45599,1
1426,CVE-2022-44698,0
1427,CVE-2022-45586,0
1428,CVE-2022-48339,0
1429,CVE-2023-1513,0
1430,CVE-2023-1234,0
1431,CVE-2022-42332,0
1432,CVE-2023-20012,0
1433,CVE-2023-21706,0
1434,CVE-2022-43930,0
1435,CVE-2022-46286,0
1436,CVE-2022-48328,1
1437,CVE-2023-20937,0
1438,CVE-2023-20927,0
1439,CVE-2023-0630,0
1440,CVE-2023-0629,0
1441,CVE-2022-45861,0
1442,CVE-2023-0597,0
1443,CVE-2023-0595,0
1444,CVE-2023-0594,0
1445,CVE-2022-45854,0
1446,CVE-2022-41696,0
1447,CVE-2022-41334,0
1448,CVE-2023-22252,0
1449,CVE-2023-24992,0
1450,CVE-2022-28492,1
1451,CVE-2023-1070,0
1452,CVE-2023-24642,1
1453,CVE-2021-36392,1
1454,CVE-2022-27596,1
1455,CVE-2023-21616,0
1456,CVE-2023-1432,1
1457,CVE-2023-0687,1
1458,CVE-2023-1433,0
1459,CVE-2023-1281,0
1460,CVE-2023-21465,0
1461,CVE-2023-21464,0
1462,CVE-2023-21463,0
1463,CVE-2023-21462,0
1464,CVE-2023-21454,0
1465,CVE-2021-35370,1
1466,CVE-2023-0686,1
1467,CVE-2023-1055,0
1468,CVE-2023-20857,0
1469,CVE-2023-0559,0
1470,CVE-2023-20855,0
1471,CVE-2023-24652,0
1472,CVE-2022-4224,0
1473,CVE-2023-20069,0
1474,CVE-2023-20062,0
1475,CVE-2023-20061,0
1476,CVE-2022-28493,1
1477,CVE-2023-26955,0
1478,CVE-2023-0196,0
1479,CVE-2023-0175,0
1480,CVE-2023-20649,0
1481,CVE-2023-0145,0
1482,CVE-2023-1101,0
1483,CVE-2022-42291,0
1484,CVE-2022-24410,0
1485,CVE-2023-0223,0
1486,CVE-2023-20088,0
1487,CVE-2022-47141,0
1488,CVE-2023-20645,0
1489,CVE-2023-0540,0
1490,CVE-2023-0460,0
1491,CVE-2023-1091,1
1492,CVE-2023-0378,0
1493,CVE-2023-0167,0
1494,CVE-2023-0369,0
1495,CVE-2023-20644,0
1496,CVE-2020-24857,0
1497,CVE-2023-1451,0
1498,CVE-2023-1452,0
1499,CVE-2023-20626,0
1500,CVE-2023-20625,0
1501,CVE-2023-20624,0
1502,CVE-2023-1267,1
1503,CVE-2023-20104,0
1504,CVE-2023-20647,0
1505,CVE-2023-25763,0
1506,CVE-2023-26476,0
1507,CVE-2023-24686,0
1508,CVE-2023-27597,0
1509,CVE-2023-27850,0
1510,CVE-2023-25141,0
1511,CVE-2023-25169,0
1512,CVE-2023-27851,0
1513,CVE-2023-23983,0
1514,CVE-2023-27852,1
1515,CVE-2023-24996,0
1516,CVE-2023-26951,0
1517,CVE-2023-28443,0
1518,CVE-2023-24990,0
1519,CVE-2023-24988,0
1520,CVE-2023-26950,0
1521,CVE-2023-24995,0
1522,CVE-2023-26948,0
1523,CVE-2023-24984,0
1524,CVE-2023-27893,0
1525,CVE-2023-24993,0
1526,CVE-2023-26257,0
1527,CVE-2023-24981,0
1528,CVE-2023-24980,0
1529,CVE-2023-26954,0
1530,CVE-2023-26949,1
1531,CVE-2023-24978,0
1532,CVE-2023-25140,0
1533,CVE-2023-24985,0
1534,CVE-2023-26460,0
1535,CVE-2023-26952,0
1536,CVE-2023-27581,0
1537,CVE-2023-27596,0
1538,CVE-2023-26303,0
1539,CVE-2023-27586,0
1540,CVE-2023-25281,0
1541,CVE-2023-23992,0
1542,CVE-2023-24979,0
1543,CVE-2023-25279,1
1544,CVE-2023-28610,1
1545,CVE-2023-25267,0
1546,CVE-2023-27592,0
1547,CVE-2023-27594,0
1548,CVE-2023-27595,1
1549,CVE-2023-25172,0
1550,CVE-2023-27585,0
1551,CVE-2023-25171,0
1552,CVE-2023-27600,0
1553,CVE-2023-25168,0
1554,CVE-2023-27601,0
1555,CVE-2023-24249,0
1556,CVE-2023-24253,1
1557,CVE-2023-28460,0
1558,CVE-2023-25163,0
1559,CVE-2023-27052,1
1560,CVE-2022-45755,0
1561,CVE-2023-25158,1
1562,CVE-2023-1099,1
1563,CVE-2022-41333,0
1564,CVE-2023-28422,0
1565,CVE-2023-27054,0
1566,CVE-2023-26491,0
1567,CVE-2023-24567,0
1568,CVE-2023-28332,0
1569,CVE-2023-26805,1
1570,CVE-2023-26779,1
1571,CVE-2023-24107,1
1572,CVE-2023-26497,1
1573,CVE-2023-28331,0
1574,CVE-2023-24350,1
1575,CVE-2023-24523,0
1576,CVE-2023-28330,0
1577,CVE-2023-24369,0
1578,CVE-2023-28329,0
1579,CVE-2023-24382,0
1580,CVE-2023-24384,0
1581,CVE-2023-26498,1
1582,CVE-2023-24114,1
1583,CVE-2023-24415,0
1584,CVE-2023-28144,0
1585,CVE-2023-24465,0
1586,CVE-2023-24419,0
1587,CVE-2023-26759,0
1588,CVE-2023-28111,0
1589,CVE-2023-24104,1
1590,CVE-2023-25396,0
1591,CVE-2023-24578,0
1592,CVE-2023-24688,0
1593,CVE-2023-28334,0
1594,CVE-2023-24810,0
1595,CVE-2023-27905,0
1596,CVE-2023-27983,0
1597,CVE-2023-28005,0
1598,CVE-2023-28096,0
1599,CVE-2023-24861,0
1600,CVE-2023-26478,0
1601,CVE-2023-24828,0
1602,CVE-2023-26479,0
1603,CVE-2023-24811,0
1604,CVE-2023-28338,0
1605,CVE-2023-27900,0
1606,CVE-2023-24795,1
1607,CVE-2023-28429,0
1608,CVE-2023-26481,0
1609,CVE-2023-24782,1
1610,CVE-2023-24781,1
1611,CVE-2023-24776,1
1612,CVE-2023-24081,0
1613,CVE-2023-24773,1
1614,CVE-2023-24760,0
1615,CVE-2023-28337,0
1616,CVE-2023-28336,0
1617,CVE-2023-24736,1
1618,CVE-2023-28098,0
1619,CVE-2023-26488,0
1620,CVE-2023-28662,1
1621,CVE-2022-46496,0
1622,CVE-2023-24229,0
1623,CVE-2023-25717,1
1624,CVE-2023-28663,0
1625,CVE-2023-25947,0
1626,CVE-2023-27309,0
1627,CVE-2023-25656,0
1628,CVE-2023-27088,0
1629,CVE-2023-24194,0
1630,CVE-2023-26034,0
1631,CVE-2023-27161,0
1632,CVE-2023-24231,0
1633,CVE-2023-27205,1
1634,CVE-2023-25592,0
1635,CVE-2023-25859,0
1636,CVE-2023-26093,1
1637,CVE-2023-26040,0
1638,CVE-2023-23927,0
1639,CVE-2023-25614,0
1640,CVE-2023-24205,1
1641,CVE-2023-26054,0
1642,CVE-2023-25611,0
1643,CVE-2023-27095,0
1644,CVE-2023-27310,0
1645,CVE-2023-27093,0
1646,CVE-2023-24195,0
1647,CVE-2023-26108,0
1648,CVE-2023-24191,0
1649,CVE-2023-26041,0
1650,CVE-2023-26084,0
1651,CVE-2023-25820,0
1652,CVE-2023-27115,0
1653,CVE-2023-25718,1
1654,CVE-2023-26020,0
1655,CVE-2023-27102,0
1656,CVE-2023-27560,0
1657,CVE-2023-24238,1
1658,CVE-2023-27271,0
1659,CVE-2023-27208,0
1660,CVE-2023-24159,1
1661,CVE-2023-25807,0
1662,CVE-2023-27501,1
1663,CVE-2023-26242,0
1664,CVE-2023-27249,0
1665,CVE-2023-28818,0
1666,CVE-2023-27290,1
1667,CVE-2023-24161,1
1668,CVE-2023-25811,0
1669,CVE-2023-24160,1
1670,CVE-2023-24232,0
1671,CVE-2023-27235,0
1672,CVE-2023-27210,1
1673,CVE-2023-24233,0
1674,CVE-2023-28441,0
1675,CVE-2023-25810,0
1676,CVE-2018-17144,0
